"C3","C4","CZ","EMG","F3","F4","F7","F8","FP1","FP2","FZ","LOG","O1","O2","P3","P4","PZ","ROG","T3","T4","T5","T6"
0.03173,0.03149,0.04105,3e-04,0.03617,0.0317,0.04851,0.03165,0.05429,0.07242,0.0428,0.00673,0.0324,0.13263,0.0302,0.03832,0.03803,0.00974,0.03053,0.03563,0.03732,0.0741
0.03331,0.02926,0.04206,2e-04,0.03233,0.02486,0.04579,0.02751,0.07292,0.06171,0.03396,0.00798,0.03011,0.13196,0.0285,0.04389,0.03754,0.00605,0.028,0.03703,0.03349,0.06712
0.04447,0.0385,0.04951,1e-04,0.03476,0.03217,0.05663,0.02704,0.07266,0.07446,0.03732,0.00804,0.0443,0.12476,0.03889,0.05147,0.04714,0.00783,0.03009,0.04119,0.04352,0.07264
0.04197,0.03224,0.05305,2e-04,0.04152,0.02956,0.06078,0.03124,0.08261,0.06567,0.03744,0.00884,0.04087,0.12117,0.03784,0.04671,0.03754,0.00774,0.02955,0.03626,0.04382,0.07971
0.03816,0.02906,0.03922,2e-04,0.03306,0.02765,0.0637,0.03131,0.07681,0.06363,0.03629,0.00734,0.0398,0.11506,0.03819,0.04508,0.04079,0.00744,0.03195,0.03513,0.04372,0.0661
0.03109,0.03205,0.042,2e-04,0.03732,0.03054,0.05772,0.03526,0.10748,0.05027,0.03453,0.00759,0.03705,0.11988,0.03209,0.04848,0.04125,0.00719,0.03486,0.03558,0.03712,0.06293
0.03136,0.02661,0.03746,2e-04,0.03154,0.0276,0.05044,0.02538,0.06604,0.05335,0.03017,0.00844,0.03939,0.1357,0.03211,0.04414,0.03711,0.00934,0.03322,0.03208,0.04564,0.05156
0.03851,0.03528,0.04704,3e-04,0.03931,0.03709,0.03715,0.03668,0.07978,0.06327,0.04045,0.01059,0.04315,0.15363,0.03896,0.06137,0.04289,0.00915,0.03747,0.04126,0.04403,0.06186
0.02994,0.02758,0.03394,2e-04,0.0344,0.03124,0.03844,0.03008,0.0705,0.05852,0.0397,0.0117,0.04327,0.12007,0.03309,0.04411,0.03451,0.0114,0.03554,0.03201,0.04307,0.06056
0.03815,0.03729,0.04352,2e-04,0.04062,0.03336,0.04139,0.02995,0.06965,0.06569,0.0353,0.00996,0.04537,0.13155,0.04032,0.05517,0.04052,0.01011,0.03888,0.03396,0.04502,0.07185
