"C3","C4","CZ","F3","F4","F7","F8","FP1","FP2","FZ","LOG","O1","O2","P3","P4","PZ","ROG","T3","T4","T5","T6"
0.0486,0.03256,0.03926,0.04659,0.02833,0.04146,0.02144,0.0399,0.02755,0.02979,0.11852,0.02518,0.02507,0.03433,0.03108,0.0331,0.1168,0.0228,0.01837,0.03019,0.01899
0.03959,0.03621,0.04195,0.05208,0.03659,0.03316,0.02591,0.03665,0.04169,0.0341,0.01669,0.03303,0.02478,0.03062,0.03981,0.04332,0.04613,0.02581,0.01444,0.0248,0.01869
0.0435,0.07138,0.07376,0.05036,0.04148,0.04062,0.01683,0.03643,0.02126,0.04222,0.02268,0.02607,0.02427,0.03865,0.032,0.02882,0.02608,0.02018,0.01827,0.02657,0.02044
0.02647,0.04046,0.04432,0.048,0.03241,0.0477,0.02058,0.04258,0.02471,0.03151,0.01546,0.03558,0.03092,0.03769,0.02771,0.03674,0.02513,0.02065,0.01594,0.03268,0.01835
0.04143,0.03125,0.04222,0.04574,0.02836,0.02949,0.0152,0.02456,0.01677,0.03101,0.10108,0.03063,0.02745,0.03614,0.03064,0.03858,0.02773,0.02595,0.01233,0.02916,0.01719
0.10251,0.03981,0.04176,0.04918,0.04114,0.0326,0.01948,0.02462,0.02263,0.03696,0.20166,0.02945,0.02794,0.03928,0.03535,0.04794,0.06459,0.02223,0.01841,0.02835,0.02054
0.10961,0.03355,0.04416,0.04455,0.02801,0.03086,0.01405,0.02147,0.01676,0.03028,0.06511,0.02575,0.02529,0.0339,0.03413,0.03819,0.03997,0.02811,0.01419,0.03109,0.02065
0.0962,0.06482,0.07852,0.03562,0.02374,0.02215,0.01437,0.02001,0.01708,0.0244,0.06348,0.03313,0.02783,0.03922,0.03377,0.04134,0.0993,0.02559,0.02007,0.03016,0.01775
0.09248,0.02767,0.03229,0.04808,0.04082,0.03031,0.02132,0.0258,0.02679,0.03912,0.02097,0.02747,0.02739,0.0345,0.03112,0.03396,0.0203,0.02123,0.01725,0.02505,0.01914
0.06481,0.04754,0.05691,0.05329,0.0348,0.0305,0.01666,0.02718,0.02028,0.03505,0.0239,0.04309,0.04229,0.03827,0.07396,0.07152,0.0198,0.01821,0.01819,0.02523,0.02855
0.03827,0.04169,0.06238,0.07722,0.05707,0.03405,0.01813,0.02709,0.0255,0.06618,0.01192,0.02742,0.02151,0.03089,0.02997,0.03551,0.0266,0.01954,0.01624,0.02123,0.01959
0.04499,0.04381,0.05221,0.04589,0.03619,0.02937,0.01779,0.02319,0.02383,0.03538,0.01671,0.02554,0.02471,0.03615,0.03255,0.03203,0.03303,0.0189,0.01873,0.02471,0.02005
0.04372,0.03052,0.03261,0.19968,0.03268,0.185,0.02689,0.05772,0.02317,0.03788,0.02028,0.03463,0.02767,0.02608,0.03236,0.04506,0.02617,0.01639,0.01279,0.02057,0.0189
0.06032,0.0483,0.06631,0.0775,0.06001,0.04237,0.02418,0.04109,0.03312,0.06564,0.0152,0.02532,0.02524,0.05183,0.03551,0.03498,0.03663,0.01803,0.01706,0.02755,0.01704
0.04965,0.04674,0.06673,0.09844,0.07995,0.03556,0.02642,0.03976,0.03157,0.08893,0.00833,0.03153,0.02563,0.04976,0.03438,0.03907,0.01398,0.02144,0.01559,0.03244,0.01809
0.04315,0.05348,0.07198,0.04679,0.03295,0.03303,0.01718,0.0242,0.02411,0.03479,0.02284,0.02591,0.02448,0.05515,0.02912,0.0336,0.03307,0.01691,0.01848,0.03261,0.01574
0.06037,0.04152,0.06036,0.04213,0.03036,0.02882,0.01914,0.02017,0.02187,0.03092,0.06256,0.03298,0.02712,0.03423,0.0495,0.05312,0.03662,0.01573,0.01559,0.02736,0.02238
0.0644,0.04856,0.0686,0.05701,0.0445,0.03579,0.0192,0.025,0.02306,0.0442,0.01531,0.02921,0.02409,0.03542,0.03135,0.03787,0.02353,0.01838,0.01868,0.02724,0.01561
0.04452,0.06024,0.10279,0.06709,0.04887,0.03313,0.0173,0.02458,0.02182,0.04967,0.01183,0.03355,0.02997,0.05493,0.04176,0.04504,0.01677,0.01794,0.01994,0.03369,0.01868
0.04092,0.03655,0.04781,0.04614,0.03659,0.02902,0.01854,0.02147,0.02151,0.03415,0.01121,0.02757,0.0188,0.03332,0.02776,0.03833,0.02268,0.01849,0.01455,0.02497,0.01564
0.05705,0.07433,0.08059,0.10798,0.08003,0.04595,0.02609,0.03946,0.02511,0.08747,0.01126,0.02579,0.02264,0.03897,0.03664,0.03744,0.02146,0.01694,0.02522,0.02382,0.01723
0.06264,0.09217,0.11525,0.04889,0.04605,0.03243,0.02553,0.0296,0.02483,0.03999,0.00831,0.02988,0.02396,0.05824,0.03133,0.03269,0.01936,0.01778,0.03138,0.03477,0.01584
0.05871,0.06721,0.07993,0.06729,0.04843,0.03681,0.02153,0.02985,0.02507,0.0521,0.00904,0.03085,0.02897,0.05404,0.03766,0.04081,0.02155,0.01824,0.02146,0.03307,0.02078
0.04659,0.06649,0.0713,0.12239,0.10704,0.03998,0.03101,0.0533,0.04393,0.11941,0.0178,0.02745,0.02554,0.05542,0.03329,0.03275,0.03046,0.01724,0.03226,0.03697,0.0186
0.07638,0.05648,0.05026,0.05201,0.04114,0.03455,0.02221,0.03092,0.02712,0.04185,0.01204,0.02104,0.02208,0.05503,0.04282,0.04216,0.01965,0.01534,0.02396,0.05563,0.01909
0.05713,0.03593,0.0511,0.07646,0.06271,0.03422,0.02266,0.0289,0.02729,0.06916,0.00836,0.02611,0.02566,0.05583,0.03051,0.03391,0.01815,0.01708,0.02177,0.03263,0.01705
0.05774,0.03563,0.03861,0.11278,0.09631,0.03272,0.03541,0.03389,0.04154,0.0997,0.00869,0.02598,0.02508,0.04083,0.0289,0.03162,0.01874,0.01389,0.01691,0.02491,0.01619
0.03839,0.03928,0.04159,0.07176,0.05418,0.03741,0.02028,0.04107,0.02906,0.05895,0.01549,0.03678,0.03638,0.04065,0.05224,0.06281,0.02764,0.02072,0.01703,0.03142,0.02563
0.03454,0.03135,0.04481,0.11206,0.12837,0.04279,0.05245,0.04116,0.04955,0.11094,0.01233,0.03448,0.02483,0.0523,0.03936,0.05321,0.02134,0.0218,0.01524,0.02751,0.01643
0.04172,0.04646,0.05087,0.06946,0.05319,0.04126,0.02556,0.03436,0.03145,0.05725,0.00901,0.02242,0.02672,0.03756,0.0297,0.03157,0.01661,0.01956,0.02168,0.03284,0.01973
0.05441,0.03683,0.03885,0.10395,0.07867,0.03836,0.03068,0.04127,0.04001,0.08129,0.01125,0.03466,0.03243,0.04709,0.0413,0.04326,0.01978,0.0207,0.02326,0.04116,0.02225
0.03912,0.06823,0.06049,0.06307,0.04759,0.04019,0.0295,0.03546,0.0376,0.04946,0.01091,0.03392,0.02881,0.04924,0.04626,0.06192,0.02135,0.0176,0.03262,0.03656,0.02166
0.0405,0.05054,0.057,0.05517,0.04769,0.03615,0.0298,0.03778,0.03604,0.0443,0.01115,0.02787,0.02679,0.04475,0.03463,0.04076,0.01641,0.02164,0.02621,0.05093,0.02021
0.06455,0.04685,0.05074,0.03868,0.02544,0.02988,0.01585,0.02514,0.02018,0.02802,0.01461,0.02454,0.02558,0.05622,0.05262,0.0494,0.02123,0.02101,0.01788,0.0395,0.0226
0.09312,0.04583,0.06615,0.05719,0.04983,0.0429,0.02783,0.03493,0.0341,0.04439,0.02107,0.02712,0.02383,0.05258,0.05096,0.0579,0.02266,0.01701,0.01824,0.03125,0.02006
0.06107,0.04578,0.05623,0.09239,0.0708,0.05326,0.02659,0.03687,0.02697,0.07182,0.01676,0.02904,0.03252,0.03656,0.06525,0.07109,0.02586,0.02344,0.02104,0.02631,0.02445
0.04306,0.03808,0.05238,0.07731,0.057,0.06332,0.03173,0.04828,0.03768,0.06301,0.01308,0.03135,0.02916,0.03643,0.05768,0.06176,0.02113,0.02087,0.01621,0.02488,0.02557
0.06102,0.04329,0.04146,0.04034,0.03644,0.03577,0.02491,0.02529,0.02619,0.03252,0.02492,0.04441,0.03845,0.03663,0.05099,0.04356,0.02631,0.0195,0.01783,0.02707,0.02543
0.03986,0.04297,0.05566,0.0535,0.03173,0.03863,0.01852,0.03723,0.02233,0.03491,0.01542,0.03187,0.02949,0.03898,0.0417,0.05172,0.02348,0.0155,0.01539,0.02549,0.02423
0.03015,0.06471,0.07578,0.08252,0.05631,0.05339,0.03069,0.05099,0.03841,0.06167,0.01188,0.02896,0.03005,0.04819,0.04096,0.03871,0.01932,0.01693,0.02008,0.02468,0.02372
0.07025,0.05512,0.05473,0.05731,0.03568,0.04157,0.0195,0.0274,0.02614,0.03791,0.01061,0.02919,0.0272,0.04599,0.04245,0.04334,0.02155,0.01378,0.0259,0.03472,0.02442
0.05715,0.04168,0.05392,0.04229,0.03208,0.03101,0.0205,0.02534,0.02498,0.03194,0.0092,0.0298,0.02789,0.06513,0.04481,0.04037,0.02071,0.02012,0.02293,0.04712,0.02647
0.04054,0.03771,0.05542,0.04746,0.03841,0.02941,0.024,0.03133,0.03182,0.03706,0.0105,0.03565,0.03204,0.03863,0.03752,0.03645,0.0185,0.0246,0.01546,0.02709,0.02338
0.08805,0.04369,0.05468,0.04759,0.04259,0.0324,0.02352,0.02811,0.02636,0.03764,0.0133,0.03823,0.02501,0.04364,0.03314,0.04063,0.01799,0.01277,0.01703,0.03429,0.01642
0.12309,0.04577,0.06132,0.05899,0.05286,0.04006,0.02807,0.03644,0.03943,0.04959,0.02172,0.02959,0.02278,0.03642,0.03802,0.0425,0.02244,0.02026,0.01764,0.02302,0.02178
0.08942,0.08318,0.08736,0.04204,0.03181,0.0279,0.02749,0.02568,0.02995,0.03435,0.02161,0.03235,0.03771,0.03828,0.05629,0.05461,0.02266,0.0181,0.02349,0.02772,0.03236
0.174,0.03882,0.05184,0.04876,0.03201,0.03784,0.01584,0.03383,0.0229,0.03652,0.01371,0.03441,0.02544,0.03554,0.03713,0.04392,0.02351,0.01884,0.01552,0.02594,0.01971
0.07237,0.03779,0.05401,0.04409,0.03611,0.04174,0.01958,0.04557,0.02241,0.03468,0.01572,0.03952,0.03443,0.03563,0.04199,0.05142,0.02317,0.02644,0.01443,0.02543,0.0222
0.06896,0.07809,0.06977,0.04847,0.03798,0.03541,0.02705,0.03828,0.03911,0.03647,0.01063,0.032,0.03697,0.03518,0.03441,0.03926,0.02282,0.03018,0.02627,0.02368,0.02466
0.06469,0.05804,0.0739,0.05004,0.03004,0.04328,0.01989,0.04609,0.02805,0.03168,0.0146,0.02576,0.02253,0.04713,0.04247,0.05505,0.01811,0.0219,0.02038,0.02787,0.01897
0.05157,0.09064,0.08362,0.04675,0.03435,0.02972,0.03255,0.03048,0.03949,0.03621,0.00797,0.03253,0.03276,0.04179,0.03426,0.03468,0.01634,0.02181,0.02835,0.02734,0.02069
0.03146,0.0541,0.05872,0.07388,0.03942,0.04515,0.02391,0.03205,0.02765,0.04313,0.00834,0.04446,0.04146,0.03576,0.04357,0.04987,0.01968,0.01556,0.01874,0.02789,0.01895
0.03801,0.02492,0.03299,0.08867,0.0485,0.04158,0.03122,0.03771,0.03339,0.05817,0.01334,0.02887,0.02836,0.02778,0.03662,0.04285,0.01805,0.02893,0.01334,0.02339,0.01729
0.08019,0.11922,0.13966,0.06209,0.05689,0.03006,0.03331,0.03674,0.04042,0.05039,0.01177,0.03239,0.02959,0.06654,0.04868,0.04936,0.01994,0.02379,0.03097,0.03657,0.02189
0.0326,0.0564,0.05435,0.07176,0.04868,0.0391,0.03132,0.04493,0.04445,0.05395,0.01386,0.04391,0.02895,0.04248,0.03119,0.04555,0.0213,0.02382,0.0219,0.02558,0.02121
0.03286,0.10933,0.14767,0.04526,0.03044,0.0286,0.02241,0.02557,0.02707,0.02802,0.01332,0.02697,0.02684,0.06751,0.04241,0.04053,0.02116,0.01597,0.02471,0.03848,0.02406
0.03701,0.0546,0.07204,0.07173,0.06015,0.02769,0.03101,0.02988,0.03769,0.06469,0.01162,0.02673,0.02623,0.05874,0.03521,0.03935,0.01861,0.01778,0.01617,0.03689,0.02152
0.05184,0.04387,0.05841,0.05921,0.04245,0.03934,0.01891,0.02615,0.02229,0.04157,0.01086,0.03128,0.03083,0.03814,0.03293,0.04565,0.01719,0.01829,0.01903,0.03178,0.01986
0.03981,0.05272,0.06259,0.0381,0.02321,0.0302,0.01579,0.01943,0.01766,0.02336,0.01475,0.02991,0.0374,0.03959,0.03881,0.04458,0.01844,0.02209,0.02105,0.02121,0.01815
0.0402,0.04561,0.05551,0.04064,0.02892,0.02335,0.01303,0.01735,0.01459,0.02847,0.01027,0.028,0.02564,0.06895,0.04419,0.05007,0.02064,0.01851,0.02936,0.04441,0.01784
0.0824,0.07608,0.09648,0.0577,0.05034,0.03467,0.02462,0.02669,0.02772,0.04809,0.0114,0.02869,0.03448,0.06789,0.04367,0.0453,0.01605,0.01489,0.02265,0.03877,0.02504
0.05721,0.05568,0.05378,0.06624,0.06175,0.05137,0.03222,0.03518,0.03009,0.05174,0.00981,0.01939,0.01752,0.05224,0.02277,0.02888,0.01718,0.02427,0.01766,0.03159,0.01763
0.13984,0.10073,0.14272,0.04798,0.02716,0.03376,0.01301,0.02808,0.02085,0.03296,0.01475,0.0255,0.03159,0.07336,0.05506,0.06999,0.02169,0.01742,0.02759,0.03831,0.02064
0.116,0.0593,0.08626,0.11114,0.08034,0.04387,0.03372,0.04599,0.04135,0.09021,0.01227,0.05448,0.03981,0.05722,0.04413,0.04405,0.01791,0.02774,0.02194,0.04004,0.0251
0.03608,0.1556,0.17248,0.13301,0.1246,0.04392,0.04322,0.03843,0.03741,0.1215,0.01671,0.03792,0.0459,0.06164,0.05267,0.05812,0.02154,0.02344,0.03766,0.03205,0.02658
0.03028,0.05178,0.06226,0.05107,0.03332,0.03422,0.01597,0.02784,0.01994,0.03441,0.00863,0.02964,0.02893,0.04381,0.02601,0.03094,0.01646,0.02207,0.01659,0.02776,0.02068
0.02685,0.04001,0.05876,0.05101,0.03737,0.04202,0.02043,0.03899,0.0241,0.03402,0.01824,0.0362,0.04064,0.03682,0.05593,0.059,0.01778,0.01916,0.01538,0.02509,0.0215
0.07248,0.02685,0.03484,0.05111,0.04759,0.02741,0.02085,0.02949,0.02692,0.04812,0.01059,0.03598,0.0422,0.02478,0.06628,0.06535,0.01839,0.0167,0.01448,0.02078,0.02881
0.03356,0.03138,0.03547,0.11066,0.09584,0.03684,0.0296,0.0344,0.03123,0.10299,0.01085,0.02803,0.02926,0.03207,0.05718,0.07473,0.02054,0.01678,0.01442,0.02475,0.02199
0.03322,0.04291,0.04898,0.08445,0.06428,0.03688,0.0232,0.02937,0.02396,0.07136,0.01465,0.04244,0.04085,0.15231,0.04734,0.05702,0.023,0.02418,0.03452,0.06622,0.02811
0.02987,0.07071,0.09444,0.03942,0.02592,0.03098,0.01757,0.0192,0.01562,0.02511,0.01442,0.03366,0.0305,0.05851,0.04544,0.05424,0.02187,0.02202,0.01912,0.03253,0.02544
0.0694,0.0543,0.06937,0.04535,0.03898,0.0307,0.02614,0.0251,0.02988,0.03783,0.00937,0.02657,0.02875,0.04449,0.04708,0.04547,0.01756,0.01656,0.0225,0.03256,0.02203
0.0533,0.06732,0.0887,0.04343,0.02934,0.0306,0.01853,0.02488,0.0209,0.02739,0.0155,0.04368,0.03699,0.04202,0.06264,0.07073,0.02399,0.01963,0.02421,0.02951,0.02406
0.08337,0.04004,0.06074,0.04607,0.025,0.0331,0.01389,0.02617,0.02005,0.02479,0.01688,0.04967,0.04738,0.05016,0.06886,0.07985,0.02252,0.02475,0.01817,0.0358,0.02812
0.02922,0.0491,0.07065,0.04883,0.04472,0.02832,0.02077,0.02938,0.02715,0.04297,0.01798,0.02985,0.02534,0.0551,0.03829,0.04185,0.02156,0.02452,0.02589,0.04518,0.01884
0.0424,0.04945,0.0556,0.05029,0.03802,0.04009,0.01935,0.0324,0.02309,0.03916,0.02589,0.04265,0.03898,0.05743,0.07544,0.10496,0.03796,0.02232,0.02638,0.03068,0.02569
0.06906,0.0531,0.06938,0.05535,0.03304,0.04425,0.02205,0.03776,0.02752,0.0329,0.01273,0.03721,0.03479,0.05829,0.05958,0.07462,0.02799,0.01921,0.02168,0.03065,0.02288
0.0817,0.03337,0.0459,0.05913,0.03572,0.03027,0.01946,0.03514,0.02639,0.04206,0.01201,0.04249,0.04027,0.04154,0.0814,0.09012,0.02574,0.0223,0.01506,0.03145,0.03091
0.03981,0.04237,0.04628,0.0606,0.04003,0.0395,0.03025,0.04648,0.03718,0.04561,0.01531,0.03596,0.029,0.03766,0.04671,0.0544,0.02253,0.01871,0.01883,0.02481,0.0172
0.05045,0.06201,0.06418,0.06825,0.0439,0.05085,0.03,0.03778,0.03584,0.04793,0.01078,0.03448,0.0297,0.05919,0.03373,0.04432,0.01961,0.02069,0.03149,0.03547,0.01724
0.04045,0.08566,0.10817,0.05314,0.03947,0.03125,0.02635,0.02839,0.02963,0.03994,0.0085,0.02402,0.0256,0.09685,0.02612,0.02867,0.0171,0.0277,0.04486,0.10078,0.01709
0.04655,0.04703,0.06309,0.04137,0.03025,0.03146,0.01713,0.02359,0.01965,0.02975,0.00829,0.02767,0.02428,0.06203,0.02698,0.03004,0.01534,0.03334,0.02682,0.05535,0.01599
0.07218,0.06709,0.07262,0.05661,0.0319,0.03491,0.01734,0.02647,0.01865,0.03505,0.01139,0.09704,0.04492,0.06091,0.06548,0.05505,0.02038,0.02452,0.03733,0.05143,0.02943
0.11536,0.06789,0.07056,0.04753,0.03301,0.02887,0.01459,0.02328,0.02069,0.03808,0.01281,0.03744,0.02922,0.06405,0.05223,0.07953,0.01635,0.02477,0.03574,0.04506,0.0191
0.05678,0.04884,0.05585,0.04159,0.02727,0.02529,0.01527,0.02407,0.0184,0.03054,0.01376,0.03874,0.0398,0.05217,0.04751,0.05205,0.01953,0.02502,0.02478,0.04388,0.0222
0.02463,0.03859,0.05198,0.04101,0.02684,0.03528,0.01898,0.02562,0.02169,0.02925,0.01507,0.03484,0.0323,0.04611,0.04964,0.05766,0.02195,0.02103,0.01937,0.02987,0.02781
0.03587,0.03469,0.03741,0.05151,0.02648,0.03523,0.01619,0.02463,0.01871,0.03035,0.01353,0.03187,0.02601,0.03568,0.0429,0.05449,0.01526,0.02496,0.0167,0.02845,0.02194
0.03873,0.05902,0.08784,0.04361,0.03398,0.04203,0.01688,0.04532,0.02859,0.0336,0.01167,0.02836,0.02283,0.06643,0.03486,0.04562,0.01578,0.02262,0.02603,0.04344,0.02396
0.03984,0.03005,0.03874,0.05187,0.03797,0.04646,0.02738,0.05233,0.04009,0.03832,0.01536,0.04244,0.04616,0.03813,0.06462,0.07368,0.02363,0.02341,0.01963,0.03257,0.03707
0.04325,0.03975,0.04324,0.04356,0.03084,0.03893,0.03114,0.03696,0.04935,0.02654,0.01488,0.03711,0.03468,0.03974,0.04802,0.05807,0.01902,0.02447,0.03105,0.03506,0.02684
0.03067,0.0512,0.06622,0.05692,0.0411,0.03774,0.04116,0.03258,0.0429,0.03983,0.01327,0.03594,0.02322,0.0535,0.03429,0.05499,0.01455,0.02822,0.02596,0.03893,0.01313
0.048,0.07071,0.08433,0.07333,0.05011,0.06684,0.05121,0.07876,0.05131,0.0484,0.01317,0.03758,0.03122,0.06932,0.03497,0.03737,0.01347,0.02394,0.03933,0.04779,0.01862
0.03969,0.0564,0.04982,0.05027,0.04095,0.05933,0.02281,0.06524,0.03281,0.03974,0.01552,0.03884,0.05776,0.0479,0.07547,0.06254,0.02102,0.02417,0.03155,0.02789,0.04554
0.0274,0.03768,0.04795,0.04895,0.0328,0.0395,0.03166,0.03608,0.03031,0.0323,0.03778,0.06294,0.05994,0.03759,0.08498,0.08401,0.02841,0.02807,0.01341,0.02549,0.03853
0.03234,0.03709,0.04499,0.04939,0.03231,0.04355,0.01861,0.04233,0.02045,0.03286,0.04099,0.06396,0.0469,0.04414,0.05797,0.06597,0.03829,0.02824,0.02052,0.02588,0.03239
0.04101,0.03714,0.05132,0.05705,0.04681,0.03112,0.02279,0.02886,0.02505,0.05101,0.0459,0.05257,0.03983,0.03512,0.04689,0.06038,0.05429,0.02704,0.01655,0.02848,0.03201
0.05581,0.04904,0.06811,0.04044,0.03193,0.02311,0.01926,0.02089,0.02333,0.03176,0.02798,0.03851,0.03285,0.05328,0.05613,0.0588,0.02682,0.03494,0.01903,0.03634,0.03116
0.04133,0.0464,0.07224,0.0443,0.04191,0.02032,0.0199,0.01875,0.02232,0.04121,0.02019,0.03434,0.03546,0.04107,0.05108,0.05939,0.02358,0.01907,0.01485,0.02713,0.02561
0.03661,0.05588,0.08021,0.03762,0.02941,0.02165,0.01585,0.02044,0.01811,0.02916,0.0136,0.03407,0.03103,0.04536,0.03446,0.0393,0.01437,0.02305,0.02132,0.02749,0.02273
0.03118,0.06358,0.08975,0.03384,0.0236,0.02486,0.01863,0.02565,0.02279,0.0254,0.01322,0.03177,0.02686,0.03628,0.03902,0.0435,0.02377,0.02992,0.01916,0.02524,0.01941
0.05371,0.03422,0.03865,0.03767,0.02287,0.02722,0.02604,0.02143,0.02331,0.02538,0.02017,0.04196,0.04703,0.03378,0.0488,0.06892,0.03132,0.0265,0.02505,0.02908,0.02925
0.09487,0.04907,0.05759,0.04594,0.02546,0.03034,0.01573,0.02111,0.01997,0.02993,0.01555,0.03486,0.03449,0.03947,0.04034,0.04449,0.03191,0.01943,0.02273,0.0227,0.0266
0.12832,0.05515,0.05879,0.05073,0.03068,0.05425,0.02328,0.04531,0.0246,0.034,0.02098,0.03787,0.03302,0.0453,0.0325,0.03837,0.02281,0.02655,0.03911,0.03726,0.01738
0.15759,0.02858,0.03029,0.05105,0.03005,0.04502,0.02332,0.04838,0.03312,0.03357,0.0192,0.03629,0.03412,0.03378,0.05381,0.05359,0.03236,0.02498,0.0157,0.03069,0.02944
0.05104,0.03024,0.0403,0.05186,0.02935,0.03653,0.02602,0.04434,0.03382,0.03322,0.0318,0.06443,0.05727,0.04767,0.05612,0.05717,0.02796,0.02932,0.01768,0.0342,0.03885
0.03901,0.0342,0.0418,0.03716,0.0265,0.02868,0.01868,0.02342,0.02127,0.02672,0.01366,0.05832,0.05454,0.03809,0.08468,0.07889,0.02084,0.0194,0.01124,0.03002,0.03284
0.0483,0.05362,0.06631,0.03384,0.02728,0.02589,0.01579,0.02407,0.01876,0.02908,0.01142,0.03764,0.03627,0.04909,0.04497,0.04079,0.01695,0.02405,0.02131,0.0292,0.02026
0.04489,0.02762,0.03593,0.03872,0.02599,0.03173,0.02158,0.03012,0.02914,0.0291,0.01066,0.03159,0.02433,0.03765,0.03787,0.05225,0.01823,0.03237,0.01326,0.02335,0.0176
0.04457,0.04449,0.04303,0.04374,0.03313,0.04471,0.01951,0.03835,0.02605,0.03265,0.01205,0.03231,0.03042,0.03029,0.03564,0.03906,0.01604,0.02186,0.01797,0.02187,0.01724
0.05357,0.04077,0.04797,0.06612,0.04287,0.04432,0.01675,0.04059,0.02533,0.04811,0.01411,0.03786,0.0394,0.0432,0.04178,0.05345,0.01623,0.01846,0.02069,0.02816,0.02199
0.05302,0.04,0.05674,0.05103,0.03236,0.03667,0.01603,0.0333,0.02668,0.03139,0.01327,0.03164,0.02895,0.04207,0.04251,0.05252,0.01668,0.02464,0.0152,0.02584,0.02091
0.04962,0.03435,0.04513,0.04686,0.02676,0.02903,0.01573,0.02182,0.01838,0.03006,0.02727,0.03561,0.03349,0.03221,0.04761,0.05676,0.02328,0.02167,0.02408,0.02478,0.02145
0.03865,0.04452,0.05163,0.04323,0.02678,0.0437,0.01613,0.04851,0.02664,0.02805,0.01389,0.02658,0.02692,0.03911,0.04469,0.05438,0.01527,0.01791,0.01842,0.02422,0.02106
0.04159,0.07682,0.06446,0.05587,0.03308,0.03957,0.02048,0.03679,0.02983,0.03584,0.01232,0.03133,0.02728,0.0373,0.03267,0.04262,0.01293,0.02629,0.02764,0.03072,0.01596
0.03526,0.06428,0.10527,0.05098,0.03252,0.03435,0.0158,0.02588,0.0174,0.03463,0.01571,0.03286,0.02889,0.06114,0.04091,0.04271,0.03251,0.02458,0.01764,0.0281,0.01878
0.04803,0.06097,0.09073,0.05215,0.03531,0.04287,0.02398,0.03048,0.02384,0.03627,0.02578,0.03261,0.03594,0.06536,0.0499,0.05386,0.02171,0.02767,0.03124,0.04039,0.02819
0.04314,0.0572,0.07015,0.04931,0.02933,0.04211,0.02382,0.03475,0.02762,0.03148,0.00908,0.02846,0.02468,0.05698,0.0309,0.03327,0.01376,0.02204,0.02386,0.04245,0.01909
0.04402,0.04229,0.06065,0.0499,0.05335,0.03771,0.03807,0.03102,0.03459,0.04251,0.01115,0.03104,0.02437,0.04628,0.03085,0.03907,0.01162,0.02846,0.02282,0.04386,0.01635
0.05067,0.05396,0.07655,0.0401,0.04632,0.02779,0.03434,0.02176,0.02367,0.03406,0.01541,0.03296,0.03302,0.05393,0.0377,0.03975,0.02186,0.02609,0.01926,0.02952,0.01838
0.04805,0.08742,0.10693,0.0431,0.02553,0.03324,0.01282,0.02441,0.01682,0.02682,0.01513,0.03201,0.03162,0.05532,0.04099,0.0405,0.02366,0.02308,0.0303,0.0311,0.01869
0.03809,0.06069,0.06618,0.05512,0.03478,0.03817,0.02316,0.02672,0.02613,0.03548,0.01508,0.03481,0.03396,0.05463,0.03085,0.0377,0.02472,0.02037,0.01985,0.03301,0.02174
0.04164,0.052,0.04438,0.07738,0.04422,0.04744,0.02122,0.03408,0.02408,0.05018,0.01303,0.02462,0.03122,0.03202,0.03595,0.04234,0.01607,0.02795,0.01625,0.02737,0.01891
0.04226,0.03861,0.04657,0.10814,0.08367,0.04359,0.03411,0.04912,0.04797,0.08855,0.01277,0.03212,0.03496,0.04511,0.04883,0.04421,0.02133,0.03509,0.01648,0.03279,0.02859
0.05756,0.03799,0.05733,0.04474,0.03437,0.03442,0.02022,0.02715,0.02409,0.03349,0.01046,0.03101,0.03342,0.04633,0.04074,0.05342,0.01231,0.04338,0.01603,0.02871,0.01964
0.03519,0.02799,0.04124,0.18137,0.15217,0.04947,0.0364,0.08669,0.05357,0.16842,0.01015,0.02816,0.02782,0.04378,0.03015,0.03642,0.01691,0.03577,0.01283,0.03069,0.01865
0.08043,0.04309,0.04881,0.05846,0.04441,0.0304,0.02233,0.02963,0.02912,0.04834,0.01235,0.02034,0.02549,0.04277,0.03505,0.03448,0.01623,0.03113,0.01841,0.02525,0.01989
0.0554,0.04557,0.05594,0.09544,0.09617,0.02535,0.03316,0.03355,0.03305,0.09674,0.01066,0.0352,0.03358,0.05276,0.05998,0.05542,0.01408,0.01991,0.01709,0.02958,0.02245
0.06418,0.03103,0.05418,0.04763,0.03993,0.02253,0.02087,0.02467,0.02577,0.03708,0.0142,0.03328,0.04102,0.05126,0.06305,0.06903,0.01812,0.02405,0.00989,0.03025,0.02501
0.06407,0.04621,0.03922,0.10749,0.1108,0.03196,0.0308,0.04412,0.04673,0.11234,0.01717,0.03912,0.03306,0.03306,0.05782,0.07695,0.01904,0.02557,0.0224,0.0247,0.02023
0.14592,0.05103,0.06135,0.06074,0.06455,0.02331,0.02355,0.02557,0.02843,0.06141,0.02804,0.0395,0.03752,0.03177,0.05774,0.05898,0.0218,0.03723,0.01931,0.01882,0.02615
0.05593,0.04176,0.05701,0.17655,0.13967,0.03587,0.04347,0.04648,0.05384,0.16776,0.01524,0.0418,0.04089,0.03946,0.05534,0.05939,0.01811,0.02849,0.01275,0.02639,0.02438
0.03538,0.03436,0.05159,0.17613,0.1385,0.04053,0.04047,0.05613,0.05177,0.16574,0.01943,0.03141,0.0266,0.0412,0.05803,0.06545,0.01924,0.02919,0.01371,0.02523,0.01812
