"C3","C4","CZ","F3","F4","F7","F8","FP1","FP2","FZ","LOG","O1","O2","P3","P4","PZ","ROG","T3","T4","T5","T6"
0.06934,0.06863,0.07734,0.05018,0.0278,0.03863,0.01705,0.0324,0.02056,0.03147,0.02293,0.0247,0.02425,0.02833,0.03033,0.03184,0.02047,0.02055,0.01824,0.01741,0.01478
0.07125,0.02764,0.03764,0.05765,0.03379,0.04859,0.02609,0.03546,0.03215,0.03511,0.00966,0.02112,0.01742,0.02929,0.02675,0.03176,0.00915,0.0253,0.01194,0.02519,0.01397
0.03986,0.05964,0.07654,0.05144,0.03272,0.03584,0.02373,0.03443,0.03191,0.03813,0.0153,0.02236,0.02049,0.04105,0.03268,0.03711,0.0139,0.02568,0.01661,0.02583,0.01552
0.0363,0.04975,0.05698,0.04546,0.02936,0.02993,0.02117,0.03397,0.02946,0.02999,0.00993,0.02201,0.02065,0.03106,0.02841,0.03184,0.01192,0.02333,0.01443,0.02298,0.01903
0.03583,0.07695,0.12108,0.05163,0.0301,0.0544,0.02126,0.04477,0.02355,0.03115,0.0867,0.02146,0.02105,0.04146,0.02674,0.03226,0.02841,0.02202,0.01957,0.02151,0.0164
0.05673,0.09673,0.11636,0.06531,0.03925,0.04167,0.03461,0.03247,0.04017,0.04166,0.01493,0.02186,0.02016,0.04631,0.02728,0.02641,0.00949,0.02671,0.02545,0.02656,0.01463
0.07583,0.06693,0.10443,0.05208,0.03745,0.03216,0.02537,0.03071,0.03235,0.03851,0.01027,0.02046,0.01965,0.04568,0.02419,0.02533,0.0101,0.02503,0.01708,0.02423,0.01372
0.04853,0.04418,0.05697,0.04496,0.03044,0.03796,0.01588,0.02925,0.01826,0.02984,0.0089,0.0263,0.02035,0.03528,0.02397,0.02673,0.0108,0.01923,0.01589,0.02482,0.00962
0.06204,0.03892,0.04613,0.04167,0.0264,0.04209,0.01618,0.0315,0.02309,0.02695,0.01074,0.03868,0.02355,0.04468,0.03552,0.04468,0.01385,0.03325,0.01458,0.02762,0.01445
0.05691,0.03019,0.04588,0.05356,0.04488,0.03836,0.02983,0.03401,0.03642,0.04283,0.0132,0.02649,0.02222,0.05537,0.03028,0.04122,0.01282,0.03107,0.01477,0.04454,0.01497
0.06058,0.02545,0.03663,0.04047,0.02932,0.04914,0.0453,0.04122,0.04243,0.02961,0.01247,0.02378,0.02246,0.02858,0.02925,0.03436,0.01206,0.05701,0.01597,0.02572,0.01872
0.058,0.06123,0.09118,0.05,0.03145,0.0391,0.02318,0.03756,0.02696,0.03635,0.01546,0.02727,0.02276,0.04939,0.03285,0.04852,0.01736,0.02254,0.01648,0.03098,0.01614
0.03854,0.04081,0.05076,0.0508,0.03626,0.06025,0.04102,0.05194,0.03928,0.03193,0.01328,0.03234,0.03676,0.032,0.03621,0.04469,0.01584,0.02631,0.01793,0.0241,0.02078
0.08094,0.04885,0.04975,0.06535,0.05758,0.0454,0.04606,0.04171,0.04935,0.05421,0.01142,0.01901,0.01763,0.04121,0.02938,0.03567,0.01173,0.02608,0.02004,0.02462,0.0133
0.1048,0.03894,0.05265,0.04893,0.03044,0.04123,0.02578,0.04506,0.04815,0.03452,0.01111,0.0183,0.01829,0.04216,0.01985,0.02448,0.00971,0.02448,0.01555,0.02577,0.01167
0.11392,0.05589,0.07186,0.04789,0.03245,0.04356,0.02283,0.03788,0.03044,0.03327,0.01261,0.03024,0.02519,0.03616,0.03805,0.04722,0.01045,0.02722,0.01703,0.02138,0.01831
0.13527,0.02868,0.03596,0.06099,0.04601,0.07337,0.03251,0.09729,0.06865,0.04612,0.01246,0.02485,0.02078,0.03273,0.03314,0.03609,0.0115,0.02239,0.01299,0.02436,0.01544
0.04863,0.04519,0.05448,0.036,0.02903,0.03402,0.05636,0.03044,0.05389,0.03033,0.01306,0.02367,0.02215,0.03251,0.03817,0.05138,0.01176,0.02246,0.01751,0.02437,0.02028
0.04654,0.04223,0.04547,0.05458,0.0348,0.05227,0.03513,0.0501,0.03432,0.03645,0.01192,0.02682,0.02876,0.04121,0.05004,0.05701,0.01376,0.02126,0.01914,0.02932,0.0221
0.05623,0.05106,0.05303,0.05207,0.02967,0.04131,0.02488,0.02485,0.02057,0.02963,0.01096,0.02093,0.02044,0.04686,0.0407,0.06189,0.01797,0.01586,0.02575,0.03685,0.01556
0.05003,0.03871,0.04252,0.04261,0.03885,0.04041,0.02982,0.04192,0.02745,0.03625,0.0101,0.0207,0.01535,0.03778,0.0353,0.03806,0.01729,0.02103,0.02468,0.03078,0.01753
0.0384,0.03199,0.04561,0.03851,0.02219,0.0427,0.0195,0.03071,0.02119,0.02523,0.01035,0.02365,0.02513,0.04244,0.03328,0.03909,0.01009,0.01816,0.01727,0.033,0.01869
0.04099,0.02711,0.03898,0.05799,0.04231,0.04291,0.03535,0.0339,0.03496,0.04183,0.01075,0.04512,0.03583,0.04111,0.04542,0.0511,0.0159,0.01764,0.01539,0.02797,0.02019
0.0595,0.02534,0.03234,0.05744,0.03641,0.04711,0.02423,0.03227,0.02507,0.03996,0.01135,0.02463,0.01933,0.03366,0.03023,0.03556,0.01463,0.01884,0.01338,0.02719,0.0155
0.04325,0.02393,0.02726,0.05649,0.03648,0.04064,0.03267,0.02611,0.02868,0.0385,0.01156,0.02497,0.02725,0.02857,0.04235,0.05303,0.00742,0.01834,0.01267,0.02084,0.01863
0.07042,0.03092,0.04249,0.04848,0.03083,0.05415,0.02416,0.05233,0.02659,0.03239,0.01166,0.02642,0.02309,0.03059,0.04486,0.05222,0.01194,0.02264,0.01381,0.01985,0.02164
0.05345,0.0277,0.03621,0.05134,0.0308,0.03947,0.01492,0.03216,0.02198,0.03206,0.02171,0.03448,0.03877,0.0337,0.05077,0.04986,0.01606,0.01721,0.01492,0.0223,0.02591
0.04577,0.02614,0.03268,0.05936,0.03365,0.04795,0.02587,0.03831,0.03036,0.03896,0.01056,0.03207,0.03104,0.03057,0.0289,0.03815,0.01663,0.01689,0.01367,0.02231,0.01768
0.05963,0.03568,0.04276,0.0462,0.02992,0.04414,0.04458,0.03334,0.0368,0.03104,0.0112,0.03056,0.02636,0.03475,0.03614,0.04289,0.01548,0.02248,0.02022,0.02496,0.01669
0.0481,0.02788,0.03451,0.03888,0.02255,0.04187,0.02087,0.04202,0.01973,0.02366,0.00786,0.0262,0.02483,0.02717,0.02628,0.03026,0.01188,0.01841,0.01355,0.02157,0.01623
0.09599,0.03159,0.04912,0.04524,0.03111,0.03271,0.0202,0.02296,0.01945,0.03257,0.01629,0.02823,0.02877,0.03739,0.03263,0.03835,0.01631,0.01839,0.01757,0.03196,0.01678
0.05978,0.03366,0.04,0.05388,0.02301,0.05871,0.0195,0.04626,0.0219,0.02916,0.01768,0.03659,0.03154,0.03624,0.03316,0.03804,0.02298,0.02219,0.01804,0.02736,0.01443
0.05485,0.03562,0.03865,0.05052,0.03692,0.04949,0.03665,0.05143,0.04161,0.0365,0.01514,0.03308,0.03101,0.02998,0.03427,0.04584,0.01686,0.01846,0.02284,0.02574,0.01562
0.05557,0.05868,0.06294,0.0497,0.02908,0.0458,0.01943,0.03311,0.02331,0.03668,0.01773,0.04172,0.03956,0.04865,0.05432,0.04988,0.01698,0.01954,0.02541,0.04513,0.02943
0.10708,0.02829,0.03751,0.0396,0.02425,0.03308,0.0168,0.02457,0.02267,0.02583,0.10849,0.03611,0.02905,0.03894,0.04027,0.03925,0.03953,0.0214,0.01333,0.02713,0.0196
0.04474,0.03294,0.03699,0.04205,0.02127,0.03332,0.01558,0.02192,0.01826,0.02368,0.08654,0.02758,0.021,0.04054,0.03015,0.0338,0.0271,0.03571,0.01967,0.03279,0.0155
0.03842,0.04241,0.04648,0.03786,0.02771,0.02887,0.02013,0.02411,0.02254,0.02872,0.02148,0.03124,0.0272,0.0338,0.03045,0.03017,0.01789,0.02573,0.01735,0.02276,0.01973
0.04404,0.03876,0.04478,0.04644,0.03174,0.02889,0.0169,0.02532,0.02046,0.03039,0.05521,0.02801,0.02269,0.03947,0.0239,0.0309,0.01784,0.02078,0.01394,0.02436,0.01405
0.03897,0.02899,0.04237,0.04338,0.03321,0.04364,0.02503,0.03008,0.025,0.03225,0.01608,0.02669,0.02471,0.02565,0.02827,0.0316,0.01304,0.0233,0.01167,0.02137,0.01552
0.03939,0.02889,0.03581,0.06697,0.04992,0.04682,0.02708,0.06815,0.07073,0.05176,0.00868,0.02588,0.02512,0.03118,0.03069,0.03181,0.01312,0.02012,0.01346,0.02161,0.01673
0.0437,0.04064,0.04573,0.04823,0.03135,0.05023,0.02754,0.07324,0.06895,0.03411,0.01179,0.02353,0.01903,0.03801,0.0273,0.03381,0.01037,0.02925,0.01892,0.02656,0.01483
0.06767,0.02225,0.02563,0.04424,0.03376,0.02875,0.01539,0.02817,0.02139,0.03672,0.02276,0.02552,0.0241,0.02984,0.03224,0.03262,0.02505,0.01735,0.01409,0.02613,0.01872
0.05004,0.02976,0.03458,0.04432,0.02337,0.03209,0.01453,0.02349,0.01686,0.02573,0.13376,0.02283,0.02122,0.02955,0.02761,0.02891,0.11833,0.02344,0.01507,0.02453,0.01249
0.0835,0.03105,0.03397,0.03707,0.02277,0.02321,0.01417,0.01672,0.01718,0.02398,0.15427,0.03241,0.03086,0.0248,0.03554,0.04344,0.15559,0.02307,0.01358,0.01772,0.02251
0.05602,0.02831,0.02977,0.04079,0.02441,0.02877,0.01882,0.01993,0.01864,0.02587,0.79692,0.03661,0.03485,0.02332,0.03348,0.03822,0.30673,0.02042,0.01512,0.01844,0.02281
0.08188,0.02149,0.02815,0.0481,0.03897,0.02559,0.02084,0.02125,0.02394,0.03738,0.13043,0.02898,0.02667,0.02377,0.03132,0.03009,0.04668,0.02135,0.00958,0.01999,0.02036
0.09446,0.06251,0.06479,0.05279,0.03889,0.03158,0.0209,0.02441,0.02067,0.03939,0.0666,0.04409,0.03428,0.03672,0.03991,0.0526,0.03458,0.02326,0.0176,0.0222,0.02075
0.06247,0.04706,0.06207,0.04411,0.03414,0.03181,0.0211,0.01967,0.01885,0.0343,0.09078,0.02402,0.02042,0.04193,0.02525,0.03201,0.02002,0.01702,0.01954,0.02476,0.01375
0.06306,0.03114,0.03406,0.06012,0.04377,0.02721,0.02071,0.0291,0.02564,0.04772,0.03195,0.02867,0.025,0.02441,0.03188,0.03461,0.017,0.01969,0.01405,0.01752,0.01907
0.05627,0.04166,0.04417,0.04405,0.02647,0.03004,0.0139,0.018,0.01388,0.02739,0.01736,0.03369,0.03638,0.02337,0.05531,0.05042,0.01219,0.0183,0.01657,0.01839,0.0218
0.05598,0.04166,0.04667,0.06307,0.05583,0.0242,0.02052,0.02284,0.02117,0.06264,0.01469,0.02807,0.02778,0.03907,0.03488,0.0383,0.01711,0.01874,0.01528,0.02499,0.01736
0.09588,0.03006,0.04373,0.05672,0.04278,0.03157,0.01875,0.02651,0.02101,0.04346,0.01047,0.02024,0.02314,0.03905,0.02937,0.02504,0.00939,0.01509,0.01798,0.02937,0.02139
0.09538,0.0416,0.05352,0.06423,0.04136,0.03786,0.02124,0.03413,0.02601,0.04822,0.00995,0.02705,0.02447,0.0497,0.03245,0.03873,0.01225,0.02543,0.01999,0.0325,0.01801
0.07408,0.03471,0.04122,0.04362,0.02516,0.03544,0.01416,0.03407,0.02048,0.02959,0.1083,0.02609,0.02897,0.03105,0.03651,0.03324,0.01696,0.02863,0.0183,0.02376,0.02079
0.04222,0.03162,0.04296,0.03787,0.02833,0.03083,0.04132,0.04107,0.0783,0.0268,0.01104,0.02463,0.02174,0.03541,0.02638,0.02582,0.01033,0.02559,0.01614,0.02542,0.01415
0.04596,0.03166,0.03711,0.03709,0.02314,0.02825,0.01596,0.02811,0.02304,0.02508,0.01516,0.02577,0.03471,0.03088,0.03288,0.03003,0.02155,0.02313,0.01798,0.02228,0.02387
0.04763,0.02671,0.03274,0.04789,0.02652,0.04139,0.01653,0.03139,0.02152,0.02973,0.01503,0.02678,0.02007,0.03195,0.03216,0.0345,0.02011,0.01812,0.01354,0.02781,0.01607
0.03919,0.03158,0.04136,0.04379,0.02878,0.03411,0.02148,0.02301,0.01861,0.0273,0.00893,0.02263,0.01975,0.03161,0.02246,0.02242,0.00855,0.01959,0.02307,0.02369,0.01458
0.02935,0.02766,0.03256,0.04542,0.03589,0.02782,0.02431,0.03077,0.03184,0.03384,0.00984,0.02161,0.0194,0.03726,0.02006,0.02111,0.01224,0.0159,0.01937,0.02522,0.01467
0.0324,0.05699,0.04106,0.05363,0.03508,0.03369,0.02347,0.0288,0.03211,0.03577,0.00925,0.02046,0.0239,0.02999,0.0308,0.03346,0.01031,0.02158,0.01875,0.02068,0.01537
0.02881,0.04288,0.03641,0.04922,0.02933,0.03882,0.01967,0.02684,0.02206,0.02893,0.0121,0.0334,0.02697,0.0271,0.0358,0.04452,0.02365,0.01931,0.01814,0.01895,0.01743
0.06624,0.03296,0.03948,0.03955,0.028,0.02629,0.0119,0.02363,0.01691,0.02554,0.01731,0.02542,0.02968,0.03959,0.02838,0.03177,0.01312,0.0171,0.01684,0.03334,0.01579
0.10398,0.04116,0.03695,0.06325,0.04709,0.02873,0.01971,0.02412,0.02048,0.05138,0.01064,0.02193,0.0167,0.0213,0.02609,0.02971,0.01092,0.02089,0.01563,0.02117,0.01148
0.05712,0.03651,0.04488,0.04912,0.03114,0.04034,0.01555,0.02487,0.01775,0.03316,0.02075,0.02596,0.02608,0.03406,0.03573,0.04385,0.0134,0.0205,0.01318,0.02231,0.01721
0.04329,0.02853,0.03622,0.0386,0.02666,0.03,0.01593,0.02482,0.02304,0.02637,0.07445,0.02838,0.02248,0.02252,0.03218,0.04142,0.02142,0.0265,0.01497,0.02231,0.01479
0.03882,0.02334,0.02948,0.03879,0.02373,0.0297,0.01983,0.01827,0.02077,0.02238,0.03382,0.02894,0.02871,0.02941,0.03731,0.04251,0.01726,0.03053,0.01157,0.02511,0.01952
0.03739,0.03572,0.04915,0.04619,0.02692,0.04035,0.01855,0.02014,0.02115,0.02601,0.28857,0.03469,0.02814,0.0391,0.03539,0.04566,0.08514,0.02095,0.01651,0.03243,0.0195
0.03089,0.02483,0.03145,0.04103,0.03303,0.03405,0.01794,0.0236,0.02116,0.03338,0.31749,0.02667,0.02859,0.02855,0.03078,0.03538,0.17403,0.0237,0.01268,0.02116,0.0195
0.03775,0.02592,0.02971,0.04356,0.03152,0.02582,0.01834,0.02087,0.02466,0.02972,0.17049,0.02498,0.02604,0.03044,0.0332,0.03603,0.10962,0.02587,0.01201,0.02811,0.0186
0.02644,0.02903,0.0292,0.04057,0.03096,0.02728,0.01709,0.02365,0.02272,0.02965,0.295,0.02802,0.02568,0.0259,0.02787,0.03368,0.11495,0.01968,0.02091,0.02009,0.01864
0.02798,0.0332,0.0504,0.04945,0.0346,0.02914,0.01729,0.02197,0.01776,0.03515,0.09233,0.02899,0.02683,0.02878,0.03654,0.03662,0.03762,0.01835,0.015,0.0214,0.01944
0.03794,0.02207,0.03025,0.04505,0.03752,0.03695,0.03454,0.05811,0.07644,0.03558,0.38006,0.03079,0.02703,0.03104,0.04128,0.03938,0.15089,0.01449,0.00953,0.02701,0.02225
0.03339,0.02681,0.03485,0.05063,0.05539,0.05943,0.08282,0.10584,0.15173,0.04943,0.14805,0.0259,0.02214,0.02906,0.03146,0.0307,0.09615,0.01517,0.01175,0.02279,0.01656
0.06212,0.03248,0.04162,0.0603,0.03883,0.03805,0.02186,0.03308,0.02661,0.04185,0.02489,0.02433,0.02201,0.02835,0.02906,0.02715,0.04553,0.02068,0.01241,0.01916,0.01858
0.05701,0.02161,0.02331,0.0731,0.04459,0.05974,0.03001,0.05142,0.03488,0.05046,0.01097,0.03287,0.02801,0.02424,0.04415,0.04249,0.01693,0.01855,0.01106,0.02195,0.01789
0.08064,0.03536,0.03557,0.06112,0.03662,0.0623,0.037,0.03651,0.03282,0.0395,0.0096,0.01726,0.01989,0.03322,0.02587,0.02761,0.01163,0.01944,0.01901,0.03346,0.01334
0.06075,0.03648,0.04238,0.04581,0.03278,0.03886,0.02309,0.02713,0.02836,0.02935,0.0107,0.02409,0.0247,0.02972,0.02998,0.03299,0.01076,0.02295,0.01315,0.02127,0.01557
0.03895,0.03713,0.04656,0.05288,0.02706,0.03869,0.01497,0.02769,0.01974,0.03,0.00965,0.02617,0.02577,0.0301,0.03045,0.02846,0.0141,0.02066,0.01527,0.02331,0.01683
0.04054,0.02494,0.03318,0.04271,0.03124,0.03534,0.02032,0.02909,0.0266,0.03115,0.009,0.02148,0.01983,0.0299,0.0235,0.03024,0.01032,0.01805,0.01273,0.02542,0.01278
0.0307,0.03497,0.04587,0.04146,0.03036,0.03023,0.016,0.0241,0.01908,0.03186,0.01259,0.02951,0.02315,0.0284,0.02917,0.037,0.00945,0.01664,0.01246,0.02163,0.01631
0.03775,0.03182,0.03238,0.03856,0.0299,0.028,0.01693,0.02457,0.02265,0.02936,0.00761,0.0254,0.02222,0.02969,0.02805,0.02939,0.01075,0.01558,0.01361,0.02246,0.01483
0.04989,0.02321,0.02701,0.03744,0.0239,0.02509,0.01683,0.01917,0.02171,0.0252,0.03449,0.02598,0.02231,0.02155,0.02299,0.02795,0.01375,0.01733,0.01277,0.01566,0.01352
0.05675,0.03577,0.06179,0.06844,0.04447,0.03833,0.02683,0.03135,0.02911,0.04448,0.01612,0.02013,0.02241,0.03786,0.02661,0.02964,0.01337,0.02039,0.01416,0.02678,0.02017
0.04208,0.03393,0.04771,0.07089,0.05647,0.03799,0.02023,0.03321,0.02695,0.05887,0.01228,0.02325,0.02411,0.04219,0.03048,0.0309,0.01432,0.01795,0.01517,0.02733,0.0164
0.05191,0.03317,0.04414,0.0608,0.05448,0.03724,0.03525,0.03367,0.04138,0.05139,0.00861,0.02312,0.01992,0.03366,0.02445,0.03315,0.01077,0.02139,0.01188,0.02204,0.01303
0.04011,0.03177,0.03537,0.0438,0.03107,0.03789,0.03003,0.02172,0.02186,0.03036,0.00799,0.02872,0.0231,0.02492,0.02692,0.02652,0.00985,0.01756,0.01476,0.01991,0.01497
0.0432,0.03906,0.05658,0.06817,0.04131,0.04459,0.02315,0.03676,0.03116,0.04355,0.01134,0.01999,0.02027,0.03332,0.02553,0.03278,0.01335,0.01819,0.01212,0.02425,0.01332
0.05117,0.03305,0.04168,0.07844,0.05576,0.04052,0.01887,0.03298,0.02066,0.05947,0.00961,0.0217,0.02125,0.03502,0.02313,0.02611,0.01052,0.01929,0.01366,0.02397,0.01627
0.03751,0.03477,0.03786,0.09129,0.07433,0.03345,0.01904,0.02971,0.0233,0.0826,0.0093,0.02656,0.02366,0.03618,0.02757,0.02353,0.0091,0.02115,0.01752,0.02902,0.01868
0.05539,0.02702,0.03444,0.06706,0.04362,0.02502,0.0161,0.029,0.02222,0.05086,0.0128,0.03133,0.02832,0.03608,0.03074,0.03607,0.01105,0.02016,0.01449,0.0256,0.01574
0.08458,0.02999,0.04232,0.05539,0.04277,0.02513,0.01843,0.02834,0.02326,0.0446,0.01311,0.02926,0.02569,0.04823,0.0333,0.03858,0.01431,0.0287,0.01592,0.03808,0.01583
0.08632,0.0355,0.04631,0.04723,0.03761,0.03033,0.02144,0.02139,0.01922,0.03632,0.00877,0.0217,0.01688,0.04189,0.02202,0.02764,0.00997,0.02519,0.01673,0.03059,0.01208
0.09728,0.03138,0.03293,0.07869,0.05014,0.03735,0.02171,0.03086,0.02595,0.05708,0.01264,0.02316,0.02233,0.03776,0.02731,0.03249,0.0118,0.01958,0.02093,0.0268,0.01551
0.18469,0.02986,0.03851,0.05899,0.04235,0.03094,0.01916,0.0334,0.02538,0.04024,0.01231,0.02882,0.02781,0.03539,0.03064,0.03676,0.01206,0.01755,0.0174,0.02368,0.01753
0.09677,0.03665,0.04249,0.06814,0.06106,0.03285,0.02485,0.03682,0.03298,0.0625,0.01176,0.02414,0.02104,0.04108,0.0198,0.02258,0.00886,0.02614,0.01784,0.03112,0.01569
0.15648,0.02968,0.04491,0.04134,0.02736,0.02686,0.01457,0.02048,0.01716,0.02771,0.14221,0.02682,0.02676,0.03501,0.0336,0.03661,0.12379,0.02393,0.01594,0.02976,0.02043
0.07038,0.03455,0.04252,0.06011,0.03384,0.04293,0.01927,0.02845,0.02274,0.03994,0.11646,0.02878,0.03073,0.03298,0.03827,0.05033,0.05662,0.02307,0.01343,0.0248,0.01685
0.0326,0.03512,0.04851,0.059,0.03617,0.03416,0.0247,0.03294,0.03116,0.0361,0.05848,0.02864,0.0287,0.03766,0.03594,0.04175,0.02498,0.01897,0.01642,0.02777,0.01883
0.06391,0.02458,0.02689,0.0498,0.03678,0.02962,0.02302,0.02641,0.02536,0.03903,0.02934,0.01954,0.02109,0.03069,0.02433,0.03076,0.03642,0.02189,0.01238,0.02929,0.01539
0.04212,0.02902,0.02488,0.03675,0.02503,0.0293,0.01122,0.02013,0.01438,0.02735,0.0126,0.02495,0.02231,0.02675,0.03017,0.03645,0.00918,0.02056,0.01541,0.0201,0.01173
0.05536,0.02645,0.03577,0.07493,0.05203,0.037,0.01986,0.0267,0.02377,0.05864,0.01731,0.02747,0.02216,0.03223,0.03085,0.03498,0.01845,0.01215,0.01153,0.02355,0.01341
0.04228,0.02868,0.03598,0.03937,0.03441,0.02438,0.0159,0.02293,0.01927,0.03124,0.10024,0.03534,0.02651,0.02226,0.0309,0.04197,0.03144,0.02086,0.01466,0.02072,0.01672
0.03956,0.02699,0.03023,0.053,0.06497,0.02287,0.02568,0.02116,0.0234,0.05511,0.0343,0.02563,0.01958,0.02336,0.02345,0.03161,0.01426,0.01845,0.01742,0.0182,0.01423
0.04365,0.03018,0.0358,0.16091,0.21102,0.04286,0.07178,0.04946,0.05822,0.18173,0.06377,0.03478,0.03225,0.02537,0.03062,0.03831,0.03767,0.01719,0.01489,0.02279,0.01997
0.04262,0.03145,0.04203,0.10995,0.09461,0.04711,0.03136,0.0508,0.04349,0.10306,0.22782,0.04412,0.03761,0.02918,0.045,0.05684,0.11849,0.01894,0.01552,0.02131,0.02675
0.03856,0.02426,0.03111,0.0767,0.05637,0.03624,0.02411,0.0336,0.02752,0.05717,0.09044,0.03257,0.02984,0.0278,0.03418,0.03898,0.04414,0.02264,0.00953,0.01631,0.02278
0.03839,0.02377,0.02641,0.04608,0.02873,0.02943,0.01397,0.02002,0.01724,0.03269,0.0733,0.02486,0.024,0.03119,0.03652,0.03314,0.02702,0.02051,0.0118,0.02258,0.01896
0.04864,0.03022,0.03003,0.06588,0.06214,0.03275,0.02472,0.033,0.02884,0.06446,0.07722,0.02652,0.02652,0.03026,0.03343,0.03802,0.07449,0.02265,0.01611,0.02161,0.01914
0.04264,0.03305,0.03845,0.11763,0.11601,0.04031,0.05677,0.05917,0.05164,0.11537,0.07744,0.03278,0.02758,0.03525,0.02992,0.04134,0.02182,0.02276,0.01983,0.02536,0.0194
0.04776,0.03732,0.04524,0.06509,0.03733,0.0357,0.01733,0.02365,0.02096,0.04038,0.03944,0.02311,0.02179,0.05003,0.02845,0.03501,0.01296,0.02716,0.01635,0.03148,0.0145
0.08554,0.03524,0.04893,0.06358,0.04664,0.03248,0.01899,0.02377,0.0213,0.04915,0.0111,0.02767,0.02506,0.0552,0.03119,0.03658,0.01271,0.02364,0.01938,0.03526,0.01707
0.04828,0.03233,0.04109,0.05747,0.04518,0.03131,0.01844,0.02767,0.02416,0.051,0.01041,0.02249,0.02108,0.03378,0.02311,0.02433,0.00946,0.02127,0.0146,0.02333,0.01504
0.05584,0.03786,0.04516,0.05539,0.03883,0.02866,0.01854,0.02439,0.02582,0.04325,0.00985,0.02691,0.02301,0.05137,0.02537,0.02652,0.014,0.02186,0.01617,0.03427,0.01698
0.04198,0.04334,0.05248,0.06058,0.05164,0.04614,0.03734,0.05717,0.06928,0.05332,0.0094,0.02593,0.02727,0.04041,0.02588,0.02503,0.01557,0.02626,0.01638,0.02597,0.01433
0.03886,0.03962,0.04381,0.05965,0.03811,0.05163,0.02409,0.05454,0.03545,0.04072,0.00955,0.02703,0.02809,0.0275,0.02418,0.02543,0.01183,0.02403,0.01643,0.01978,0.01637
0.03559,0.0283,0.02497,0.0418,0.02599,0.04341,0.01757,0.03022,0.02128,0.02625,0.00965,0.01734,0.01604,0.02854,0.02387,0.02498,0.01516,0.02022,0.01658,0.02485,0.01523
0.03793,0.03294,0.03557,0.04516,0.03253,0.04037,0.01664,0.0492,0.03586,0.03193,0.0094,0.02484,0.02323,0.03089,0.02372,0.02627,0.01198,0.02355,0.01568,0.02287,0.01603
0.04269,0.03081,0.04308,0.05863,0.03351,0.0395,0.02913,0.0271,0.03133,0.03881,0.0134,0.01922,0.01877,0.0251,0.02402,0.03058,0.01281,0.03267,0.01323,0.01796,0.01448
0.05641,0.0582,0.06642,0.03599,0.02757,0.02935,0.0291,0.02659,0.03816,0.02359,0.02522,0.0224,0.02379,0.03923,0.02467,0.03335,0.00941,0.02776,0.01962,0.02994,0.01622
0.14733,0.06019,0.06398,0.06343,0.03524,0.03625,0.02255,0.02483,0.02119,0.03927,0.09223,0.02191,0.02202,0.0303,0.02377,0.02697,0.01755,0.03309,0.01705,0.0195,0.01393
0.14324,0.07425,0.10447,0.04832,0.02813,0.03598,0.01761,0.03062,0.02191,0.0326,0.09221,0.02791,0.02796,0.0346,0.02997,0.03158,0.03749,0.02407,0.01764,0.01775,0.01712
0.11447,0.06392,0.09657,0.04459,0.04234,0.03803,0.02284,0.0347,0.02781,0.03611,0.48621,0.02789,0.02714,0.03337,0.03095,0.02896,0.19254,0.03707,0.01794,0.02634,0.01984
0.06227,0.04727,0.06483,0.06912,0.05951,0.03384,0.02446,0.04047,0.04299,0.06178,0.11298,0.03909,0.03619,0.03412,0.04425,0.04729,0.06466,0.02444,0.01329,0.02343,0.02115
0.05171,0.03199,0.03757,0.04225,0.0285,0.02582,0.01777,0.0186,0.01901,0.02921,0.06306,0.032,0.02813,0.03067,0.04447,0.04684,0.03387,0.02532,0.01562,0.02882,0.01981
0.04421,0.03266,0.04799,0.05006,0.03534,0.03268,0.01924,0.02439,0.02,0.03985,0.02312,0.02661,0.02289,0.032,0.03452,0.04323,0.01372,0.01908,0.01578,0.01994,0.01495
0.06477,0.04486,0.06094,0.0503,0.03163,0.04551,0.01935,0.03342,0.0219,0.0336,0.03992,0.03518,0.02811,0.03541,0.03792,0.04127,0.01872,0.0235,0.01593,0.0246,0.01482
0.10157,0.02202,0.03075,0.03965,0.03196,0.02308,0.0179,0.01737,0.02076,0.02987,0.03235,0.03253,0.02774,0.02968,0.03644,0.03941,0.02094,0.01962,0.01378,0.02132,0.01712
0.07581,0.02711,0.03185,0.0351,0.02201,0.02537,0.01239,0.01819,0.01595,0.02245,0.01296,0.02156,0.01914,0.02225,0.04168,0.0403,0.01155,0.0149,0.01292,0.01966,0.01914
0.03373,0.02509,0.02496,0.04958,0.05136,0.02423,0.01921,0.02159,0.02158,0.04586,0.00826,0.02606,0.01985,0.02691,0.02156,0.0257,0.00961,0.02127,0.01191,0.01825,0.0138
0.06917,0.02288,0.02922,0.0516,0.03396,0.03492,0.0189,0.02406,0.02221,0.03693,0.00864,0.02363,0.02095,0.02773,0.02981,0.03253,0.013,0.02321,0.01176,0.01954,0.01832
0.0714,0.03121,0.03545,0.03771,0.02272,0.02722,0.01449,0.01657,0.01586,0.02368,0.00909,0.02007,0.0193,0.02634,0.02685,0.02261,0.00916,0.03342,0.01626,0.0211,0.01679
0.04751,0.03496,0.03443,0.03879,0.02291,0.02829,0.01152,0.01653,0.01383,0.02522,0.0137,0.027,0.0268,0.02633,0.04268,0.04096,0.0125,0.02822,0.01568,0.02221,0.02108
