"C3","C4","CZ","EMG","F3","F4","F7","F8","FP1","FP2","FZ","LOG","O1","O2","P3","P4","PZ","ROG","T3","T4","T5","T6"
0.00848,0.00687,0.00863,0.0035,0.01381,0.00752,0.02497,0.01202,0.02709,0.00787,0.00861,0.00272,0.00853,0.01003,0.00926,0.008,0.00799,0.00362,0.00843,0.00691,0.00671,0.00728
0.01039,0.00716,0.01039,0.00376,0.02641,0.0098,0.05474,0.01403,0.03021,0.00798,0.0097,0.00286,0.01037,0.01088,0.01074,0.00916,0.00962,0.00366,0.01023,0.00863,0.00826,0.00886
0.00899,0.00779,0.00865,0.00356,0.02109,0.00908,0.03897,0.01143,0.02463,0.00795,0.00887,0.00286,0.00899,0.01096,0.00916,0.00828,0.00877,0.00391,0.00881,0.00777,0.00715,0.00818
0.01037,0.00761,0.01422,0.00339,0.02199,0.00865,0.04396,0.01106,0.02231,0.00738,0.01064,0.00354,0.01004,0.01291,0.0106,0.01215,0.01211,0.00405,0.00824,0.01123,0.00763,0.00892
0.01572,0.01011,0.02046,0.00409,0.01807,0.01088,0.02718,0.01104,0.0294,0.01046,0.01621,0.00464,0.01221,0.01323,0.01908,0.01877,0.02082,0.0047,0.0106,0.01422,0.00959,0.01295
0.0123,0.0102,0.01846,0.0045,0.03189,0.01137,0.06552,0.01254,0.03332,0.00992,0.01374,0.00466,0.01145,0.01569,0.01734,0.01515,0.01992,0.00476,0.00971,0.01307,0.00932,0.01006
0.00909,0.00754,0.01218,0.00421,0.02549,0.00918,0.06007,0.01125,0.02413,0.00869,0.00985,0.0027,0.0101,0.01525,0.01148,0.01142,0.01256,0.00427,0.0085,0.00942,0.00697,0.00982
0.00888,0.00857,0.01145,0.0036,0.02003,0.00957,0.04328,0.00989,0.02268,0.00906,0.01117,0.00266,0.01178,0.01294,0.01071,0.01117,0.01077,0.00466,0.00697,0.01064,0.00824,0.00934
0.00836,0.0083,0.01137,0.00374,0.01063,0.00969,0.02014,0.01018,0.02215,0.00972,0.01008,0.00309,0.01235,0.01526,0.01076,0.01137,0.01225,0.00401,0.00675,0.00953,0.00783,0.00887
0.019,0.00996,0.0252,0.00425,0.0135,0.01285,0.02291,0.01334,0.02579,0.01062,0.01352,0.00495,0.01344,0.01228,0.02942,0.01951,0.02352,0.00596,0.00992,0.02668,0.01107,0.00904
0.01012,0.00654,0.0153,0.00466,0.018,0.01053,0.04092,0.01069,0.02646,0.00856,0.01165,0.00323,0.00862,0.01036,0.01006,0.0108,0.00995,0.004,0.00779,0.01189,0.0077,0.00869
0.00869,0.00749,0.01132,0.0046,0.01039,0.0084,0.02012,0.01059,0.02327,0.0084,0.0095,0.00249,0.00877,0.0124,0.0108,0.01014,0.01092,0.00382,0.00693,0.00996,0.00662,0.00896
0.00761,0.00703,0.00856,0.00384,0.01078,0.00918,0.01926,0.00963,0.02046,0.00769,0.00791,0.0026,0.01029,0.01651,0.00957,0.00953,0.00996,0.00401,0.00706,0.00814,0.00708,0.00971
0.00992,0.00792,0.01156,0.00241,0.01061,0.01004,0.01963,0.01025,0.01975,0.0082,0.01029,0.00321,0.01186,0.01868,0.01164,0.01109,0.01139,0.0036,0.00779,0.00886,0.0079,0.01129
0.00797,0.00656,0.0091,0.00321,0.00887,0.00891,0.019,0.01039,0.01693,0.00865,0.00826,0.00292,0.00918,0.0083,0.00983,0.00863,0.00877,0.0038,0.00548,0.00806,0.00599,0.00699
0.01078,0.00689,0.0115,0.00319,0.01924,0.00769,0.05043,0.00963,0.01335,0.00734,0.01007,0.00393,0.01287,0.01504,0.01143,0.01039,0.01105,0.00368,0.00907,0.00853,0.0072,0.01003
